,index,id,target,enzyme,smile,name
1129,1129,DB11799,Q72547|Q7ZJM1,P08684|P22309|P09086|Q96FL8,4|43|54|80|197|202|232|237|255|289|308|314|338|344|464|486|525|572|576|650|656|699|739|754|767|807|813|845|875|879|909|926|935|952|1009|1019|1150|1152|1292|1298|1317|1325|1373|1380|1414|1602|1670|1674|1683|1729|1822|1840|1873|1910|1917|1921|1928|1991|2009|2034,Bictegravir
1130,1130,DB11817,P23458|O60674|Q14289|P52333,P08684,43|80|87|141|225|226|276|294|323|350|378|464|479|489|585|602|650|674|675|711|723|741|790|806|872|923|926|935|1026|1057|1060|1089|1114|1152|1160|1171|1256|1357|1380|1384|1452|1476|1502|1506|1535|1700|1750|1810|1817|1873|1876|1897|1915|1971,Baricitinib
1131,1131,DB11823,Q05586|Q12879|Q13224|Q14957|O15399|Q8TCU5|O60391|Q13224|P13639|P23560|Q16620,P20813|P08684|P33261|P11712,160|310|314|366|396|398|561|645|650|926|974|1028|1057|1060|1088|1118|1152|1162|1186|1199|1380|1430|1460|1562|1638|1683|1685|1738|1750|1855|1873|1980,Esketamine
1132,1132,DB11827,P31639,O60656|P16662|P22309|P22310,8|69|80|83|102|172|222|237|281|294|295|310|322|343|366|484|556|561|579|656|666|695|708|718|726|791|807|875|926|1017|1019|1057|1060|1063|1201|1224|1238|1257|1349|1380|1413|1430|1452|1487|1600|1683|1730|1750|1754|1873|1887|1892|1999,Ertugliflozin
1133,1133,DB11828,P00533,P08684|P31513,31|80|94|168|172|191|237|249|294|329|361|366|378|381|425|448|491|561|650|652|673|674|694|695|724|745|777|780|790|807|843|848|875|881|961|969|974|991|1015|1057|1058|1088|1097|1110|1136|1152|1153|1155|1163|1181|1199|1224|1226|1238|1249|1329|1356|1357|1380|1384|1443|1452|1465|1482|1498|1535|1581|1683|1750|1816|1862|1864|1866|1873|1917|1918|1970|1996,Neratinib
1134,1134,DB11837,P15538|P19099,P08684|P20813|P10635|P22310|P16662|P36537|P20815|P05177|P33261|P05181,102|119|305|378|474|577|599|674|699|758|790|875|926|932|935|968|1019|1027|1039|1136|1292|1312|1325|1380|1384|1490|1535|1550|1563|1603|1738|1750|1815|1840|1873|1928|1954|1962|1975|2013,Osilodrostat
1135,1135,DB11855,P11229|P08172|P20309|P08173|P08912,P10635,15|21|32|80|94|111|119|140|222|270|310|334|352|389|587|640|650|695|729|736|784|807|827|881|926|935|959|974|984|1013|1019|1057|1088|1126|1145|1152|1160|1163|1171|1199|1221|1224|1261|1325|1380|1385|1410|1480|1482|1624|1683|1687|1696|1697|1750|1754|1758|1765|1771|1791|1816|1837|1873|1917|1951,Revefenacin
1136,1136,DB11859,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88,P15121,105|106|120|144|206|331|519|522|528|529|562|590|622|650|775|807|926|1017|1019|1050|1057|1060|1095|1162|1181|1257|1274|1292|1303|1325|1348|1477|1524|1917|1951|1980,Brexanolone
1137,1137,DB11901,P10275|P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88,P08684|P10632|P33261|P11712,67|97|114|199|204|233|255|262|314|345|378|388|419|426|439|486|650|674|699|790|800|807|809|813|814|872|875|899|917|926|930|935|965|1028|1057|1060|1112|1136|1152|1162|1241|1290|1380|1384|1430|1452|1453|1487|1535|1589|1660|1680|1686|1717|1750|1759|1762|1825|1840|1873|1917|1928|1991|2026|2028,Apalutamide
1138,1138,DB11915,Q99870,P10635|P08684|P20815,1|80|147|226|249|264|283|300|305|335|650|695|727|739|742|786|798|807|826|841|875|926|935|1019|1022|1027|1042|1057|1086|1126|1171|1236|1245|1292|1312|1379|1380|1480|1536|1618|1624|1660|1673|1718|1738|1773|1815|1841|1847|1854|1873|1888|1917|1946|1970,Valbenazine
1139,1139,DB11921,P04150,P08684|P20815,51|80|84|147|182|225|240|300|314|361|373|378|408|493|504|519|547|622|639|650|656|679|695|706|750|787|807|846|849|867|926|967|1009|1017|1019|1035|1057|1060|1102|1138|1223|1257|1274|1285|1292|1325|1380|1428|1436|1439|1489|1700|1702|1722|1738|1831|1837|1871|1873|1917|1938|1997|2004|2021,Deflazacort
1140,1140,DB11936,P53396,O14975|P16662|Q9NR19|Q9H093,1|80|87|114|227|389|392|619|650|739|807|860|964|1057|1143|1283|1308|1612|1760|1911|1913|1917|1977|2038,Bempedoicacid
1141,1141,DB11942,O14980,P08684,31|114|191|264|378|503|521|618|650|694|731|745|774|807|809|875|903|932|935|993|1062|1067|1068|1071|1099|1125|1152|1158|1160|1181|1201|1257|1260|1361|1380|1385|1417|1452|1453|1529|1535|1586|1603|1866|1873|1917|1928|1956|1972|1995|2021,Selinexor
1142,1142,DB11943,P0AFI2|P0AES4,P22309|P35503|P54855|P05181|P11712|P08684,130|146|314|378|389|407|408|453|456|464|525|561|564|590|650|699|739|793|797|807|844|875|926|935|958|1011|1019|1047|1171|1183|1229|1235|1248|1257|1332|1355|1357|1378|1380|1440|1457|1459|1593|1683|1729|1742|1759|1840|1849|1855|1865|1873|1917|1928|1991,Delafloxacin
1143,1143,DB11951,O43613|O43614,P08684|P20815|P20813|P08684|Q9HB55|P20815|P24462,10|80|92|120|173|188|230|378|480|490|556|650|679|689|695|699|762|772|807|816|840|865|875|926|967|1019|1039|1057|1060|1065|1088|1099|1126|1129|1152|1275|1312|1380|1410|1452|1487|1510|1535|1670|1722|1750|1816|1855|1873|1878|1896|1907|1917|1928|1938|1970|1993|1995,Lemborexant
1144,1144,DB11952,P48736|O00329,P08684,1|55|58|172|180|193|199|283|298|314|366|378|389|489|504|561|650|690|708|713|806|834|875|898|906|935|974|1039|1049|1057|1087|1088|1114|1152|1171|1199|1277|1367|1380|1412|1452|1512|1627|1683|1724|1750|1810|1825|1855|1863|1873|1883|1984|1993|2007,Duvelisib
1145,1145,DB11963,P00533,P10635|P08684|P11712|P22309,2|31|80|191|216|249|329|366|378|465|489|491|532|561|650|673|694|695|699|708|780|794|807|841|843|875|876|888|926|935|1015|1019|1028|1057|1058|1097|1152|1157|1181|1224|1226|1356|1357|1367|1380|1422|1430|1443|1452|1465|1480|1488|1503|1536|1581|1683|1750|1791|1810|1816|1840|1873|1917|1918|1928|1970|1998,Dacomitinib
1146,1146,DB11967,P05231|P01375|P01584|Q13233|P36507,P22309|P05177|P33261,12|13|45|74|80|104|171|222|378|381|459|473|486|491|624|650|695|699|701|728|766|768|785|807|836|842|875|877|909|932|935|1057|1095|1145|1152|1157|1171|1224|1286|1369|1380|1409|1445|1452|1471|1517|1631|1724|1750|1840|1856|1873|1908|1915|1917|1928|1991,Binimetinib
1147,1147,DB11978,Q99835,P08684|P10632|O60656,34|102|119|191|242|289|305|339|343|378|387|486|535|650|670|674|681|790|807|843|847|926|935|1018|1019|1057|1077|1088|1097|1114|1133|1136|1145|1152|1168|1199|1238|1292|1312|1325|1380|1384|1392|1434|1462|1480|1634|1745|1750|1783|1816|1855|1873|1917|1954|1989|1990,Glasdegib
1148,1148,DB11979,P30968,P08684|Q9HB55|P20815|P24462|P10635|P10632,1|80|114|125|249|262|291|307|314|352|360|389|419|479|504|650|667|690|695|699|753|771|782|787|802|807|809|841|861|915|935|984|1032|1039|1057|1088|1110|1127|1136|1142|1152|1199|1212|1287|1365|1380|1410|1439|1445|1453|1465|1536|1548|1564|1581|1628|1693|1722|1737|1747|1750|1765|1766|1840|1873|1911|1917|1922|1928|1970|2034,Elagolix
1149,1149,DB11986,P04629|Q16620|Q16288|P08922|O60674|Q07912,P08684,14|67|74|80|91|119|122|207|233|310|328|378|407|439|486|496|523|524|612|646|650|656|687|699|708|716|720|767|807|847|875|910|926|935|944|950|1019|1026|1057|1114|1143|1145|1152|1224|1236|1325|1357|1380|1405|1430|1480|1508|1539|1540|1589|1592|1634|1670|1750|1754|1816|1825|1833|1843|1873|1917|1928|1939|1991|2004,Entrectinib
1150,1150,DB11995,Q9UNQ0|P40238|Q8TCC7,P10632|P11712,2|62|102|130|162|185|216|317|323|335|336|347|366|378|385|389|407|410|440|469|486|489|527|538|552|558|561|624|650|675|774|807|875|879|890|926|935|974|976|1019|1028|1126|1152|1250|1255|1325|1334|1358|1380|1385|1431|1452|1472|1480|1508|1535|1567|1571|1683|1736|1768|1795|1816|1837|1854|1855|1873|1910|1917|1993,Avatrombopag
1151,1151,DB12001,P11802|Q00534,P08684|P05177|P20813|P10632|P11712|P10635,1|30|34|45|74|80|81|157|283|294|310|323|378|458|490|491|507|544|699|756|784|791|862|865|875|885|917|925|926|934|935|967|1057|1058|1060|1099|1152|1160|1197|1380|1396|1443|1452|1455|1480|1535|1582|1649|1650|1679|1722|1724|1750|1754|1765|1771|1791|1840|1855|1873|1928|1930|1955,Abemaciclib
1152,1152,DB12010,P43405|P0DMS8|Q99870|O00519|Q99808|P22309|O76074|P09917|P25774|P07711|P00519|P62344|P9WI81|Q9UK32|P29597|Q8NI60|P23458|P08581|Q8IY84|Q9P289|P17612|Q9Y6E0|Q13188|P42680|Q9BYT3|Q8TDR2|Q9NRP7|Q15208|Q9Y2H1|Q9UEW8|Q7L7X3|Q9UL54|Q9H2K8|Q9UHD2|Q02763|Q15569|P36897|P37173|P35590|Q9UKI8|Q86UE8|Q9UKE5|Q13470|Q07912|Q59H18|Q9BXA7|P33981|P42681|Q06418|O75385|Q8IYT8|Q6PHR2|P30291|P07947|Q56UN5|Q9NYL2|P43403|Q2M2I8|P42684|Q04771|P36896|Q96D53|Q9UM73|Q8NFD2|O14965|Q96GD4|Q9UQB9|P30530|P51451|Q9NSY1|O00238|Q13873|P51813|P15056|Q06187|Q14012|Q8IU85|Q96NX5|Q9UQM7|Q13554|Q13557|Q13555|Q8N5S9|Q96RR4|O14936|P07498|P06493|Q6DT37|P11802|Q00532|Q92772|O14757|O96017|O14578|P49759|P49760|P49761|Q9HAZ1|P07333|P41240|P48729|P68400|P19784|P53355|Q9UIK4|O43293|O15075|Q8N568|Q9C098|Q08345|Q16832|Q13627|Q9Y463|P00533|Q9BQI3|P19525|Q9P2K8|P21709|P29317|P29320|P54764|P54756|Q9UF33|Q15375|P29322|P54762|P29323|P54760|O15197|P04626|Q15303|O75460|P16591|P07332|P11362|P21802|P22607|P09769|P17948|P36888|P35916|P42345|P42685|P06241|O14976|P49840|P49841|P08631|Q9H2X6|Q9H422|Q9UPZ9|O14920|Q14164|P06213|P14616|P51617|Q9Y616|Q9NWZ3|Q08881|O60674|P52333|P35968|Q9Y2K2|P10721|O95835|P06239|P53667|P53671|Q5S007|P29376|P07948|P36507|P46734|Q13163|P52564|Q13233|Q02779|Q16584|Q12852|O43283|Q6ZN16|Q9Y2U5|Q99759|Q9Y6R4|O95382|P80192|Q92918|Q12851|Q8IVH8|O95819|Q9Y4K4|P53779|O15264|Q16539|Q8TD08|P31152|Q13164|P45984|Q8IW41|Q9P0L2|Q7KZI7|P27448|Q96L34|Q7Z460|Q9Y2H9|P42679|Q14680|Q12866|Q8N4C8|Q9BUB5|Q9HBH9|Q04912|O15146|Q15746|Q9H1R3|Q32MK0|Q86YV6|Q8NEV4|Q96PY6|Q8NG66|P51955|P51956|P51957|Q6P3R8|Q8TD19|P04629|Q16620|Q16288|O60285|Q9H093|O95747|Q13153|Q13177|O75914|O96013|Q9NQU5|Q9P286|Q00536|Q00537|P16234|P09619|O15530|Q96Q40|Q16816|Q9UBF8|O00750|O75747|O00329|P48736|P11309|Q86V86|P78356|Q8TBX8|Q99640|Q16512|Q16513|P53350|Q9NYY3|Q9H4B4|O00444|Q13131|Q13131|P54646|Q9Y478|O43741|P54619|Q9UGJ0|Q9UGI9|P22694|Q05655|Q02156|P05129|P41743|Q04759|Q15139|Q13237|Q13523|Q05397|Q14289|Q13882|P04049|P07949|Q9BRS2|Q9BVS4|O14730|Q13546|O43353|P57078|O75116|P08922|Q15418|P51812|Q52WX2|P0C264|Q96BR1|P57059|Q9H0K1|Q9H2G2|Q9NRH2|P12931|Q9H3Y6|O94804|O75716|Q9UEE5|O94768|Q8WU08,P08684|O60656,80|130|191|192|233|249|255|282|295|314|324|333|378|449|458|486|491|544|576|588|650|656|695|699|708|749|753|758|791|807|841|852|858|875|935|967|1035|1057|1060|1099|1152|1179|1274|1282|1348|1366|1380|1452|1522|1535|1536|1582|1586|1599|1605|1716|1750|1758|1798|1819|1838|1840|1855|1873|1880|1892|1905|1928|1931|1970,Fostamatinib
1153,1153,DB12015,P42336,P08684|P11712|P10632|P33261,32|59|92|114|140|162|193|218|242|261|296|317|318|319|354|378|385|392|446|531|552|573|620|650|675|787|807|875|926|927|935|1019|1028|1057|1152|1160|1171|1283|1325|1326|1380|1425|1429|1452|1453|1480|1624|1644|1722|1733|1740|1750|1816|1855|1860|1866|1873|1917|1928|2023|2029,Alpelisib
1154,1154,DB12020,P33815,P22309|P22310,5|114|314|319|383|446|467|486|617|622|650|670|807|809|909|926|935|1019|1023|1056|1058|1083|1152|1230|1232|1260|1292|1380|1385|1417|1453|1457|1554|1665|1697|1750|1873|1917|1928,Tecovirimat
1155,1155,DB12026,B0B3C9,P08684|P05177|P10632,1|5|8|33|80|84|114|124|246|251|276|290|294|301|307|310|314|320|322|342|344|350|378|392|416|419|431|585|641|650|656|679|684|689|695|718|739|750|776|778|781|807|820|841|875|890|914|919|926|931|935|937|943|961|969|1019|1028|1050|1057|1060|1096|1097|1114|1152|1162|1224|1239|1247|1256|1274|1288|1292|1325|1336|1380|1453|1454|1476|1511|1513|1536|1543|1548|1561|1608|1618|1638|1642|1651|1697|1726|1750|1806|1819|1843|1850|1855|1873|1879|1917|1928|1955|1972|1973|2007|2035|2039,Voxilaprevir
1156,1156,DB12070,F5HC79|F5HGI9|F5HCU8,P22309|P35503|P10635|P10632|P33261|P11712|P20813|P08684|P20815|P24462|Q9HB55,80|94|114|157|249|322|332|371|378|379|389|407|496|525|562|594|650|687|695|699|706|781|807|809|841|875|926|927|935|980|1004|1019|1027|1032|1039|1049|1057|1067|1088|1118|1250|1260|1295|1380|1417|1453|1480|1508|1515|1522|1536|1606|1665|1737|1746|1750|1773|1794|1825|1840|1873|1917|1922|1928|1939|1970|1972,Letermovir
1157,1157,DB12093,P21728|P14416,P08684,94|167|201|231|249|333|339|361|613|695|826|841|871|875|926|935|1019|1027|1057|1086|1104|1236|1245|1312|1380|1480|1536|1599|1660|1673|1738|1750|1815|1854|1873|1888|1897|1946|1970|1980,Tetrahydropalmatine
1158,1158,DB12130,Q9UM73,P08684|Q9HB55|P20815|P24462|P20815|P20813|P10632|P33261|P35503,95|104|123|148|160|194|314|331|352|378|406|650|656|674|680|681|699|750|755|790|875|879|926|935|968|997|1019|1021|1027|1057|1058|1089|1105|1136|1145|1156|1160|1171|1309|1380|1384|1410|1452|1457|1459|1487|1534|1535|1636|1670|1693|1747|1750|1832|1873|1902|1905|1928|1946|1948|1956|1979,Lorlatinib
1159,1159,DB12141,P36888|P08908|P28222|P28221|P28566|P30939|P28223|P41595|P28335|P46098|O95264|Q8WXA8|Q70Z44|A5X5Y0|Q13639|P50406|P34969|P30530|Q9UM73,P08684,14|80|140|191|207|231|249|294|301|309|329|335|378|394|407|440|490|491|523|558|644|646|650|656|695|708|716|758|807|841|843|847|875|888|926|935|950|958|1019|1032|1057|1142|1143|1145|1152|1171|1236|1295|1325|1369|1380|1405|1480|1509|1536|1589|1634|1736|1744|1750|1799|1804|1854|1855|1873|1897|1910|1915|1917|1970,Gilteritinib
1160,1160,DB12147,P11362|P21802|P22607|P22455|O43519|P07333|P16234|P09619|P10721|P35968,P11712|P08684,1|43|80|161|168|276|283|322|327|342|377|378|464|667|695|736|773|781|782|841|875|881|926|935|960|961|980|1003|1028|1031|1057|1096|1097|1116|1142|1145|1152|1160|1218|1291|1299|1316|1380|1452|1535|1536|1750|1762|1787|1811|1855|1858|1873|1897|1951|1974|2030,Erdafitinib
1161,1161,DB12161,Q05940,P16152|O75828|P10635|P05177|P20815|P08684,1|34|80|114|231|283|314|321|327|335|341|370|510|548|650|695|739|826|875|926|935|1019|1027|1057|1086|1229|1236|1302|1311|1312|1380|1480|1589|1611|1643|1660|1673|1718|1738|1815|1847|1854|1873|1888|1946|1970,Deutetrabenazine
1162,1162,DB12245,Q6IX08|P80529|Q24940|Q09093|P80342|Q27655|K7YNB3|Q34522,P05177|P11712|P08684|P04798|Q16678|P33261|P10635|P11509|P10632|P20813,116|119|311|366|373|378|394|408|561|597|695|780|875|974|1011|1039|1057|1088|1097|1110|1113|1114|1242|1269|1284|1310|1380|1410|1600|1609|1617|1683|1718|1723|1745|1750|1855|1873|1970|1975,Triclabendazole
1163,1163,DB12267,Q9UM73|P00533|P00519|P08069|P36888|P06213|P08581|Q15303|P04626,P10632|P08684|P08684|Q9HB55|P20815|P24462,14|65|192|207|233|249|335|342|366|378|391|407|440|449|458|486|491|496|544|555|558|561|601|650|687|695|708|721|841|847|875|926|935|1002|1019|1057|1088|1100|1108|1145|1152|1199|1224|1236|1325|1366|1380|1435|1452|1480|1535|1536|1582|1683|1696|1736|1750|1780|1825|1854|1855|1856|1873|1905|1910|1970,Brigatinib
1164,1164,DB12278,P11229|P08172|P20309|P08173|P08912|Q13936|P35348,P08684|Q01740|P31513,13|70|80|114|119|207|294|295|357|389|440|448|650|695|741|794|807|870|900|926|935|959|993|1019|1057|1088|1126|1145|1199|1236|1264|1325|1380|1410|1417|1480|1750|1873|1917|2017,Propiverine
1165,1165,DB12301,Q72547,P08684|P20815,24|74|80|94|102|114|171|216|262|305|314|318|322|333|378|419|494|504|561|564|623|650|674|688|695|758|790|809|875|935|1003|1031|1035|1057|1101|1109|1114|1120|1136|1145|1154|1209|1261|1314|1380|1384|1453|1455|1504|1617|1679|1683|1747|1750|1765|1873|1928|2004,Doravirine
1166,1166,DB12307,P14210|P35968,P08684|Q9HB55|P20815|P24462,13|20|80|90|94|184|191|249|310|331|378|412|523|650|653|656|673|695|699|747|780|787|807|841|843|875|926|935|950|1009|1057|1060|1077|1097|1145|1152|1162|1165|1245|1357|1360|1380|1405|1410|1441|1452|1480|1482|1518|1536|1542|1600|1617|1637|1648|1670|1671|1678|1712|1750|1788|1791|1816|1840|1849|1866|1873|1911|1917|1928|1945|1970,Foretinib
1167,1167,DB12319,P11712|P33261,P33261,9|80|202|294|368|460|515|555|586|650|656|728|807|833|875|878|894|1057|1088|1128|1199|1346|1357|1380|1385|1524|1573|1589|1602|1604|1631|1750|1799|1802|1808|1873|1895|1917,Benzbromarone
1168,1168,DB12329,P0A7V8,P08684|P21397,41|80|140|202|231|253|277|309|314|361|423|432|519|525|585|650|658|673|689|699|807|824|829|842|874|875|881|903|926|935|1019|1028|1057|1060|1114|1152|1154|1163|1166|1171|1224|1284|1292|1296|1312|1341|1372|1380|1395|1422|1442|1455|1476|1480|1565|1582|1602|1630|1747|1760|1788|1791|1816|1840|1873|1917|1920|1928|1948|1998|2000|2029|2031,Eravacycline
1169,1169,DB12332,P09874|Q9UGN5|Q9Y6F1,P10635|P05177|P08684|P20815|P24462|Q9HB55|P33261|P11712|P10632|P22309,55|77|80|119|155|255|305|310|314|352|361|403|524|638|650|661|699|767|790|812|838|875|896|905|926|968|980|1057|1114|1152|1160|1314|1380|1430|1534|1573|1657|1670|1738|1745|1750|1754|1866|1873|1928|1984|1995,Rucaparib
1170,1170,DB12364,P00742,P00734,62|216|322|329|378|486|561|618|623|650|695|705|718|745|781|807|816|841|847|875|881|947|967|1057|1060|1062|1070|1099|1104|1152|1163|1224|1312|1380|1385|1407|1408|1452|1535|1536|1653|1665|1683|1697|1750|1795|1816|1856|1873|1885|1917|1972|1991,Betrixaban
1171,1171,DB12371,Q9H228|P21453,P08684|P11712,2|80|81|113|114|215|262|294|310|352|363|389|419|427|431|616|650|695|725|739|745|807|809|847|875|890|921|926|935|974|1017|1019|1027|1028|1039|1057|1077|1170|1250|1320|1321|1325|1349|1380|1382|1385|1410|1431|1453|1697|1741|1750|1754|1755|1765|1791|1792|1799|1873|1917|1928|1943|2000|2006|2045,Siponimod
1172,1172,DB12457,Q16602,P08684|P11712,45|51|172|314|325|371|378|448|455|576|650|652|685|695|699|758|807|847|926|935|968|1019|1027|1032|1036|1039|1043|1065|1088|1114|1126|1129|1152|1171|1218|1268|1276|1285|1325|1355|1370|1378|1380|1388|1420|1445|1452|1480|1502|1556|1586|1721|1745|1748|1750|1771|1832|1840|1866|1873|1910|1915|1917|1928|1934|2009|2046,Rimegepant
1173,1173,DB12466,Q809M3,Q06278|P47989|P10632|P05181,106|140|309|378|490|580|592|650|699|807|955|1075|1171|1172|1277|1369|1380|1452|1475|1535|1602|1855|1873|1917|1928,Favipiravir
1174,1174,DB12483,P42336|O00329,P08684|P20815|P24462|Q9HB55,13|80|84|94|95|313|326|329|333|352|378|409|431|486|523|614|650|653|656|680|695|796|807|836|841|881|882|926|927|935|942|950|1031|1057|1067|1145|1152|1171|1197|1380|1385|1390|1405|1441|1452|1457|1480|1482|1518|1535|1536|1599|1601|1712|1750|1768|1791|1795|1816|1849|1873|1911|1917|1970|2007|2019,Copanlisib
1175,1175,DB12500,O60674|P36888|P23458,P08684|P33261|P31513|P10635,13|80|102|114|191|198|319|322|329|350|378|392|458|491|502|533|544|575|576|603|650|695|703|708|718|843|875|888|895|926|935|1028|1034|1039|1057|1080|1088|1145|1152|1366|1371|1380|1391|1422|1452|1476|1480|1482|1524|1535|1582|1586|1624|1722|1746|1750|1791|1796|1832|1855|1873|1965|1998,Fedratinib
1176,1176,DB12532,P01350,P08684,28|80|114|222|251|358|389|392|464|473|640|650|807|836|881|888|1057|1066|1088|1163|1190|1199|1238|1318|1330|1375|1380|1410|1671|1750|1754|1846|1873|1917|1951,Oxetacaine
1177,1177,DB12537,P14867|P47869|P34903|P48169|P31644|Q16445|P18505|P47870|P28472|O14764|P78334|Q8N1C3|P18507|Q99928|O00591|Q9UN88|P14867|P47869|P34903|P31644|Q8N1C3|P18507|Q99928,P08684,247|378|547|647|676|758|862|903|1088|1114|1199|1380|1448|1470|1527|1618|1714|1750|1787|1873|1920|1982|2009,Benzodiazepine
1178,1178,DB12582,O75469,P08684,2|9|25|31|369|432|441|636|650|656|694|738|807|835|861|875|926|935|1028|1035|1289|1312|1349|1380|1480|1647|1661|1750|1800|1863|1873|1905|1912|1917|1998|2009|2029|2033|2041,Piperine
1179,1179,DB12612,P21453|Q9H228,P51648|P11766|P11245|P10632|P27338|Q04828|P52895|P08684,1|80|84|94|186|194|222|248|283|352|361|371|378|473|504|555|656|664|667|674|695|723|729|790|807|875|896|926|984|1019|1027|1039|1047|1057|1088|1136|1137|1152|1160|1194|1289|1325|1380|1384|1385|1421|1446|1472|1482|1483|1542|1569|1631|1738|1750|1835|1855|1862|1873|1910|1912|1970|1978|2000,Ozanimod
1180,1180,DB12693,P28223,P10635,14|30|37|80|90|92|188|218|314|378|504|650|675|699|807|885|887|903|926|935|954|1057|1101|1145|1193|1243|1380|1385|1391|1408|1410|1480|1482|1484|1495|1526|1567|1629|1670|1697|1722|1738|1750|1791|1815|1833|1855|1873|1917|1928|1969|2017|2034,Ritanserin
1181,1181,DB12825,P61182,P08684,69|80|116|141|203|235|249|314|317|370|491|509|549|559|563|618|650|679|694|695|807|849|926|986|1019|1029|1053|1057|1060|1126|1154|1162|1171|1185|1209|1257|1274|1292|1309|1325|1366|1372|1380|1386|1402|1412|1573|1645|1722|1738|1759|1832|1862|1881|1900|1916|1917|1927|1959|1960|1982|2006|2026|2028|2038,Lefamulin
1182,1182,DB12831,P03952|P00734|P00747,P07477|P09871|P00736,80|140|145|147|197|294|322|592|606|623|650|667|695|718|759|807|894|983|1013|1038|1057|1104|1143|1152|1171|1238|1267|1380|1385|1386|1399|1446|1451|1522|1564|1697|1722|1729|1750|1873|1876|1911|1917,Gabexate
1183,1183,DB12887,Q15910|Q92800,P08684|Q9HB55|P20815|P24462|P08684,80|197|225|252|255|259|294|300|310|314|315|424|486|523|634|650|656|716|750|784|790|807|809|813|845|875|881|896|926|932|935|945|950|1019|1053|1057|1114|1118|1152|1160|1317|1325|1380|1391|1404|1405|1441|1480|1481|1524|1563|1683|1722|1745|1750|1754|1765|1771|1791|1793|1794|1849|1859|1873|1917|1964|1991|2018|2034|2047,Tazemetostat
1184,1184,DB12941,P10275|P06401,P08684|O60656,1|51|74|80|88|117|194|227|283|301|361|365|366|378|486|561|650|674|747|790|804|806|807|855|874|875|896|935|980|1057|1074|1101|1107|1114|1136|1152|1160|1380|1384|1387|1497|1516|1530|1681|1683|1686|1728|1750|1763|1796|1852|1853|1862|1873|1883|1917|1922|1956|2004|2018,Darolutamide
1185,1185,DB12978,P07333|P10721|P36888|P09619,P08684|P22310|P20813|P11712|P22309,12|80|87|114|119|214|216|230|255|268|310|319|364|378|429|503|561|715|806|809|875|885|897|967|1060|1099|1114|1125|1152|1349|1357|1380|1396|1407|1416|1430|1434|1452|1453|1535|1683|1750|1754|1815|1873|1879|1880|1928|1999|2004,Pexidartinib
1186,1186,DB13003,P04150,P08684|P20815,43|51|80|84|147|166|192|339|378|389|445|493|519|639|650|675|679|695|807|846|849|883|918|926|935|940|987|1009|1017|1019|1020|1035|1049|1055|1056|1057|1060|1088|1154|1165|1199|1236|1237|1257|1266|1274|1292|1309|1380|1389|1411|1436|1440|1489|1535|1556|1605|1609|1646|1703|1722|1750|1768|1825|1852|1867|1873|1884|1909|1917|1938|1997|2004|2026,Cortivazol
1187,1187,DB13074,Q92847,P08684,1|79|80|114|117|119|260|328|364|392|488|573|608|648|650|675|677|694|736|806|807|896|1004|1057|1067|1088|1110|1114|1152|1171|1199|1343|1344|1349|1357|1380|1468|1481|1573|1607|1616|1635|1675|1750|1783|1873|1879|1917|1937|1956|1970,Macimorelin
1188,1188,DB13092,P02359,Q93L51,35|140|253|298|309|314|366|410|423|478|525|561|597|650|658|666|673|807|823|824|829|881|1009|1019|1057|1060|1065|1099|1154|1163|1171|1257|1296|1341|1366|1380|1453|1471|1475|1476|1487|1496|1582|1602|1607|1630|1683|1747|1750|1760|1788|1833|1857|1873|1917|1982|2029|2031,Meclocycline
1189,1189,DB13125,P40238,Q02928,1|13|80|117|125|149|237|262|283|294|316|333|347|350|352|366|378|385|389|446|486|552|561|581|591|624|650|675|694|695|702|728|794|807|841|875|923|980|984|1017|1039|1057|1058|1088|1136|1143|1152|1189|1214|1249|1264|1272|1322|1380|1385|1444|1536|1563|1567|1599|1634|1683|1697|1746|1750|1795|1816|1855|1873|1883|1911|1917|1975,Lusutrombopag
1190,1190,DB13139,P07550,P08684|P10635,1|80|89|114|222|227|269|392|548|603|606|632|705|807|837|843|875|1057|1152|1349|1362|1365|1380|1434|1475|1537|1573|1578|1602|1607|1750|1853|1873,Levosalbutamol
1191,1191,DB13155,P10275,O94925,40|80|203|222|239|254|314|489|524|610|650|656|667|695|696|807|852|875|983|1019|1037|1142|1234|1257|1323|1380|1487|1516|1548|1602|1604|1607|1638|1750|1764|1808|1827|1844|1855|1873|1921|1970|1977,Esculin
1192,1192,DB13158,P04150,P08684,61|80|84|182|251|314|434|504|519|547|650|667|782|787|807|875|926|940|967|1019|1042|1057|1060|1109|1154|1165|1194|1257|1274|1292|1309|1325|1380|1403|1428|1436|1448|1512|1556|1584|1609|1617|1624|1683|1738|1791|1855|1873|1909|1917|1928|1997|2021|2026,Clobetasone
1193,1193,DB13174,Q13133|P55055|P09917,P05177|P08684|Q9HB55|P20815|P24462|P05181|P11712|P10635,125|143|298|314|352|389|456|457|587|650|675|787|807|875|984|1039|1088|1138|1286|1380|1385|1471|1476|1602|1607|1747|1750|1831|1873|1917|1925,Rhein
